"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
f23_gh,form_26_complication_details,"<div style=""font-size: 1.5em"">1. Case status</div>",radio,"Gestational Hypertension","0, No | 1, Yes",,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",,RH,,,,
f23_gh_num,form_26_complication_details,,calc,GH,[f23_gh],,,,,,,,,,,," @HIDDEN"
f26_pet,form_26_complication_details,,radio,Preeclampsia,"0, No | 1, Yes",,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",y,RH,,,,
f26_pet_num,form_26_complication_details,,calc,PE,[f26_pet],,,,,,,,,,,," @HIDDEN"
f26_sptb,form_26_complication_details,,radio,"Spontaneous preterm birth","0, No | 1, Yes",,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",y,RH,,,,
f26_sptb_num,form_26_complication_details,,calc,PTB,[f26_sptb],,,,,,,,,,,," @HIDDEN"
f26_sga,form_26_complication_details,,radio,"SGA by customised centile","0, No | 1, Yes",,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",y,RH,,,,
f26_sga_num,form_26_complication_details,,calc,SGA,[f26_sga],,,,,,,,,,,," @HIDDEN"
f26_gdm,form_26_complication_details,,radio,"Gestational Diabetes","0, No | 1, Yes | 2, Unknown",,,,,,"[f12_fetal_outcome] = '' or [f12_fetal_outcome] = '1'",y,RH,,,,
f26_gdm_num,form_26_complication_details,,calc,GDM,[f26_gdm],,,,,,,,,,,," @HIDDEN"
f23_admit_date,form_26_complication_details,"<div style=""font-size: 1.5em"">2. Admission details</div>",text,"Date of admission pre-delivery",,,date_dmy,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1' or [f23_gh] = '1'",,,,,,
f26_features,form_26_complication_details,,checkbox,"Features on admission","1, asymptomatic | 2, regular uterine contractions | 5, symptoms of ruptured membranes | 7, vaginal infection | 9, flu/respiratory tract infection | 11, urinary tract infection (lower) | 13, pyelonephritis | 15, gastroenteritis | 17, other infection | 3, malaise | 4, epigastric pain | 6, headache | 8, visual disturbance | 10, lower abdominal pain | 12, vaginal bleeding | 14, reduced fetal movements | 16, FDIU on scan",,,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1' or [f23_gh] = '1'",,,,,,
f23_gh1,form_26_complication_details,,descriptive,"Gestational Hypertension",,,,,,,"[f23_gh] = '1'",,,,,,
f26_gh_diag_date,form_26_complication_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Date of diagnosis",,,date_dmy,,,,"[f23_gh] = '1'",,,,,,
f26_gh_diag_gestw,form_26_complication_details,,calc,"<span style=""font-weight: normal;margin-left: 10%;"">G.A. at diagnosis","round((datediff([f26_gh_diag_date],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f23_gh] = '1'",,,,,,
ab25,form_26_complication_details,,descriptive,Preeclampsia,,,,,,,"[f26_pet] = '1'",,,,,,
f26_pet_gh_gest,form_26_complication_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Gestation onset of hypertension",,w+d,,,,,"[f26_pet] = '1'",,,,,,
f26_pet_diag_date,form_26_complication_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Date of diagnosis",,,date_dmy,,,,"[f26_pet] = '1'",,,,,,
f26_pet_diag_gaw,form_26_complication_details,,calc,"<span style=""font-weight: normal;margin-left: 10%;"">G.A. at diagnosis","round((datediff([f26_pet_diag_date],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f26_pet] = '1'",,,,,,
f26_pet_postpartum,form_26_complication_details,,radio,"<span style=""font-weight: normal;margin-left: 10%;"">PE diagnosed post-partum","0, No | 1, Yes",,,,,,"[f26_pet] = '1'",,RH,,,,
ab252_cb42_dac,form_26_complication_details,,descriptive,SGA,,,,,,,"[f26_sga] = '1'",,,,,,
f26_sga_diag_date,form_26_complication_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Date of diagnosis",,,date_dmy,,,,"[f26_sga] = '1'",,,,,,
f26_sga_diag_gaw,form_26_complication_details,,calc,"<span style=""font-weight: normal;margin-left: 10%;"">G.A. at diagnosis","round((datediff([f26_sga_diag_date],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f26_sga] = '1'",,,,,,
ab252_cb4,form_26_complication_details,,descriptive,"Spontaneous PTB",,,,,,,"[f26_sptb] = '1'",,,,,,
f26_reg_contract,form_26_complication_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Regular contractions",,w+d,,,,,"[f26_sptb] = '1'",,,,,,
f26_rom,form_26_complication_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Spontaneous rupture of membranes",,w+d,,,,,"[f26_sptb] = '1'",,,,,,
f26_main_event,form_26_complication_details,,dropdown,"<span style=""font-weight: normal;margin-left: 10%;"">Main precipitating event","1, not identified | 2, APH | 3, cervical incompetence | 4, UTI/pyelonephritis | 5, gastroenteritis | 6, respiratory infection | 7, listeria | 8, other infection | 9, abdominal surgery | 10, other surgery | 11, abdominal trauma | 12, amniocentesis/cordocentesis | 13, polyhydramnios | 14, cocaine | 15, other recreational drugs | 16, other",,,,,,"[f26_sptb] = '1'",,,,,,
f26_main_event_other,form_26_complication_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Other description",,,,,,,"[f26_main_event] = '16'",,,,,,
f26_sptb_diag_date,form_26_complication_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Date of diagnosis",,,date_dmy,,,,"[f26_sptb] = '1'",,,,,,
f26_sptb_diag_gaw,form_26_complication_details,,calc,"<span style=""font-weight: normal;margin-left: 10%;"">G.A. at diagnosis","round((datediff([f26_sptb_diag_date],[f1_lmp],""d"",""dmy""))/7,2)",wks,,,,,"[f26_sptb] = '1'",,,,,,
ab27,form_27_investigations,,descriptive,"<div class=""green"" style=""text-align:center;"">
<h3 style=""text-align:center;"">No data required for this form</h3>
Please mark form as complete.

</div>",,,,,,,"[f12_fetal_outcome] = '2' or [f12_fetal_outcome] = '3' or [f12_fetal_outcome] = '4' or [f12_fetal_outcome] = '5' or [f12_fetal_outcome] = '6' or [f12_fetal_outcome] = '7' or [f12_fetal_outcome] = '8' or ([f26_pet] = '0' and [f26_sptb] = '0' and [f26_sga] = '0')",,,,,,
f27_low_haemog,form_27_investigations,"<div style=""font-size: 1.5em"">Lowest antepartum in hospital</div>",text,"<span style=""font-weight: normal;margin-left: 10%;"">Haemoglobin",,g/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_haemocrit,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Haematocrit (PCV)",,L/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_wcc,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">WCC",,"x10<span style=""font-size:75%;vertical-align:super;"">9</span>/L",number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_plt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Platelets",,"x10<span style=""font-size:75%;vertical-align:super;"">9</span>/L",number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_prot_creat,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Protein:creatinine ratio",,mg/mmol,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_24hr_prot,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">24h urinary protein",,g/24hr,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_creat,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Creatinine",,µmol/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_uric_acid,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Uric acid",,mmol/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_ast,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">AST",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_alt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">ALT",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_ggt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">GGT",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_bilirubin,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Bilirubin",,µmol/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_albumin,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Albumin",,g/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_ldh,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">LDH",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_haptoglobin,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Haptoglobin",,mg/dL,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_aptt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">APTT (sec)",,sec,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_aptt_ratio,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">APTT (ratio)",,ratio,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_pr,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">PR",,,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_dimer,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">D-dimer",,µg/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_low_crp,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">CRP",,mg/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_haemog,form_27_investigations,"<div style=""font-size: 1.5em"">Highest antepartum in hospital</div>",text,"<span style=""font-weight: normal;margin-left: 10%;"">Haemoglobin",,g/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_haemocrit,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Haematocrit (PCV)",,L/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_wcc,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">WCC",,"x10<span style=""font-size:75%;vertical-align:super;"">9</span>/L",number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_plt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Platelets",,"x10<span style=""font-size:75%;vertical-align:super;"">9</span>/L",number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_prot_creat,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Protein:creatinine ratio",,mg/mmol,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_24hr_prot,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">24h urinary protein",,g/24hr,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_creat,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Creatinine",,µmol/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_uric_acid,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Uric acid",,mmol/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_ast,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">AST",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_alt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">ALT",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_ggt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">GGT",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_bilirubin,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Bilirubin",,µmol/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_albumin,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Albumin",,g/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_ldh,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">LDH",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_haptoglobin,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Haptoglobin",,mg/dL,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_aptt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">APTT (sec)",,sec,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_aptt_ratio,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">APTT (ratio)",,ratio,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_pr,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">PR",,,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_dimer,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">D-dimer",,µg/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_high_crp,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">CRP",,mg/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_haemog,form_27_investigations,"<div style=""font-size: 1.5em"">Worst values Postpartum</div>",text,"<span style=""font-weight: normal;margin-left: 10%;"">Haemoglobin (lowest)",,g/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_haemocrit,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Haematocrit (PCV) (lowest)",,L/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_wcc,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">WCC",,"x10<span style=""font-size:75%;vertical-align:super;"">9</span>/L",number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_plt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Platelets (lowest)",,"x10<span style=""font-size:75%;vertical-align:super;"">9</span>/L",number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_prot_creat,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Protein:creatinine ratio (highest)",,mg/mmol,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_24hr_prot,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">24h urinary protein (highest)",,g/24hr,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_creat,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Creatinine",,µmol/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_uric_acid,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Uric acid",,mmol/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_ast,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">AST",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_alt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">ALT",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_ggt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">GGT",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_bilirubin,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Bilirubin",,µmol/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_albumin,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Albumin (lowest)",,g/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_ldh,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">LDH",,IU/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_haptoglobin,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Haptoglobin (lowest)",,mg/dL,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_aptt,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">APTT (sec)",,sec,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_aptt_ratio,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">APTT (ratio)",,ratio,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_pr,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">PR",,,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_dimer,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">D-dimer",,µg/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_worst_crp,form_27_investigations,,text,"<span style=""font-weight: normal;margin-left: 10%;"">CRP",,mg/L,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f27_fib_swab,form_27_investigations,"<div style=""font-size: 1.5em"">1st result after admission</div>",radio,"Fibronectin swab","1, negative | 2, positive | 3, not done",,,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,RH,,,,
f27_msu,form_27_investigations,,dropdown,MSU,"1, Negative | 2, Single org 10^2-10^5</span>/mL | 3, >10^5/mL | 4, Mixed growth | 5, Sterile pyuria | 6, Not done",,,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,RH,,,,
f27_uti_org,form_27_investigations,,dropdown,"UTI organism","0, no UITI | 1, E. coli | 2, Group B strep | 3, Staph saproph | 4, Klebsiella | 5, Proteus | 6, Enterococci | 7, Staph aureus | 8, Chlamydia | 9, Other | 10, Mixed growth | 11, Not applicable",,,,,,"[f27_msu] = '2' or [f27_msu] = '3' or [f27_msu] = '4'",,,,,,
f27_fib_swab_last,form_27_investigations,"<div style=""font-size: 1.5em"">Last result before delivery</div>",radio,"Fibronectin swab","1, negative | 2, positive | 3, not done",,,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,RH,,,,
f27_msu_last,form_27_investigations,,dropdown,MSU,"1, Negative | 2, Single org 10^2-10^5</span>/mL | 3, >10^5/mL | 4, Mixed growth | 5, Sterile pyuria | 6, Not done",,,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,RH,,,,
f27_uti_org_last,form_27_investigations,,dropdown,"UTI organism","0, no UITI | 1, E. coli | 2, Group B strep | 3, Staph saproph | 4, Klebsiella | 5, Proteus | 6, Enterococci | 7, Staph aureus | 8, Chlamydia | 9, Other | 10, Mixed growth | 11, Not applicable",,,,,,"[f27_msu_last] = '2' or [f27_msu_last] = '3' or [f27_msu_last] = '4'",,,,,,
ab28b,form_28_clinical_details,,descriptive,"<div class=""green"" style=""text-align:center;"">
<h3 style=""text-align:center;"">No data required for this form</h3>
Please mark form as complete.

</div>",,,,,,,"[f12_fetal_outcome] = '2' or [f12_fetal_outcome] = '3' or [f12_fetal_outcome] = '4' or [f12_fetal_outcome] = '5' or [f12_fetal_outcome] = '6' or [f12_fetal_outcome] = '7' or [f12_fetal_outcome] = '8' or ([f26_pet] = '0' and [f26_sptb] = '0' and [f26_sga] = '0')",,,,,,
ab28,form_28_clinical_details,"<div style=""font-size: 1.5em"">1. Examination</div>",descriptive,"<div style=""font-size: 1.2em""><font color=""blue"">On admission to hospital</div></font>",,,,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f28_max_sbp_adm,form_28_clinical_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Max SBP/DBP",,,,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f28_max_dbp_adm,form_28_clinical_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">SBP/max DBP",,,,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f28_max_pulse_adm,form_28_clinical_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Max pulse",,,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
f28_max_degree_adm,form_28_clinical_details,,text,"<span style=""font-weight: normal;margin-left: 10%;"">Max <span style=""font-size:75%;vertical-align:super;"">o</span>C",,,number,,,,"[f26_pet] = '1' or [f26_sptb] = '1' or [f26_sga] = '1'",,,,,,
